8.726119995117187500e-03,1.886863301910979729e+00,1.093634752194289073e+00,2.457853674925906118e-01,-1.017950247413210496e+00,-1.818580961227417025e-01,1.965233090254754345e+00,7.494494725959949255e-01,5.509149367391862756e-02,-3.138126109854367986e-03,2.256440885890241554e-02,5.249279168978061719e-04,8.492803315975666254e-05,7.421357238319857552e-02,8.276279296519973606e-04
1.984190940856933594e-02,1.887480325715473084e+00,1.093617117919359005e+00,2.459771658704225095e-01,-1.017958196934167114e+00,-1.818580961227417025e-01,1.966053312699999944e+00,7.494475622345304622e-01,5.402167682665820481e-02,5.847850690219513412e-04,1.643330802159322437e-02,-1.292336590136831161e-03,1.839772341466014748e-06,7.210800586280607938e-02,-4.402508653034860851e-04
3.080439567565917969e-02,1.888028166822990128e+00,1.093637874503583962e+00,2.461921952721450313e-01,-1.017969547509641526e+00,-1.818574857711791892e-01,1.966911188530755750e+00,7.494475622317857688e-01,4.798873732350104893e-02,2.719926621609369561e-03,1.772247755315592421e-02,2.915931531550652748e-04,-1.497749431448228532e-04,7.837128895985273624e-02,-5.514426686223925563e-04
4.195737838745117188e-02,1.888516678363679313e+00,1.093686670089626833e+00,2.464459846076171023e-01,-1.018014325309111845e+00,-1.818574857711791892e-01,1.967833615654652979e+00,7.494504105390773496e-01,4.206749449860756884e-02,3.742953098348094677e-03,2.391228182086606313e-02,-1.994299295863320980e-03,-1.716848091231445073e-04,8.897909208509162393e-02,8.521407048523863470e-04
5.309224128723144531e-02,1.888968484085412847e+00,1.093739598428596915e+00,2.466917166782100768e-01,-1.018100708825486311e+00,-1.818557672049282703e-01,1.968860036269385549e+00,7.494468501549628181e-01,4.283323923443472375e-02,3.261833757580890388e-03,2.143884764733248668e-02,-1.033033527071753471e-02,3.489499835366788403e-04,9.301504680558109195e-02,-9.897585972159432359e-04
6.429672241210937500e-02,1.889372127753076391e+00,1.093765917611467797e+00,2.469180432357425681e-01,-1.018263618178005592e+00,-1.818567326111562299e-01,1.969951967508682733e+00,7.494461331791371084e-01,3.768886600015583510e-02,9.702372901079576095e-04,2.040516651229413655e-02,-1.714982140935662758e-02,4.674404610314100396e-05,9.661912510826292655e-02,-7.941914342276605284e-04
7.548165321350097656e-02,1.889762254408061004e+00,1.093764901800432510e+00,2.471619521929969698e-01,-1.018550576165641930e+00,-1.818560443383371306e-01,1.971195187875049104e+00,7.494496446091059028e-01,2.871437649571480927e-02,2.621572379674855105e-04,1.751374257061453707e-02,-2.497953360417421234e-02,4.170053360731899302e-05,1.096688215067325167e-01,-1.386310026779800891e-05
8.657002449035644531e-02,1.890065136423804804e+00,1.093739023459509241e+00,2.473962760198898658e-01,-1.018889378410509527e+00,-1.818561633421219847e-01,1.972426532640584540e+00,7.494482568118664423e-01,3.063609311322115086e-02,-2.025452653738712104e-03,2.287476165926934785e-02,-3.171496972716509460e-02,-1.030761404113728232e-04,1.171636562551191529e-01,-5.124645941363644742e-04
9.790658950805664062e-02,1.890328655350275389e+00,1.093729199343799641e+00,2.476686478727757879e-01,-1.019245838602415466e+00,-1.818524939382317740e-01,1.973718651187511108e+00,7.494528852067650071e-01,2.817239029354038152e-02,4.560411581983034898e-04,2.220289962732999514e-02,-3.719770970586008807e-02,-3.875624044057807138e-04,1.158732946884784842e-01,1.459206370098640321e-03
1.091966629028320312e-01,1.890552444150260802e+00,1.093733465840565744e+00,2.479968559585874199e-01,-1.019620338969826179e+00,-1.818567736701969528e-01,1.975073655816623308e+00,7.494495674247081407e-01,1.756785562973067066e-02,1.867535373480382500e-04,2.999292277955155003e-02,-3.653057064161427392e-02,-1.834753161366579227e-04,1.303115042306704774e-01,-9.598051658582952884e-06
1.204185485839843750e-01,1.890722822025517447e+00,1.093747650979764563e+00,2.483977529403126883e-01,-1.020037467440391588e+00,-1.818574725665836056e-01,1.976606991271001590e+00,7.494429531877986328e-01,1.177695705832993225e-02,1.384461959859256772e-03,3.397812996937653318e-02,-3.434200019684489902e-02,9.508554969756385011e-05,1.291081319277093964e-01,-1.346175490366463166e-03
1.316573619842529297e-01,1.890823734768043662e+00,1.093747627517527965e+00,2.487831469019211594e-01,-1.020458838712713812e+00,-1.818588081994900740e-01,1.977946303650168991e+00,7.494463721803766854e-01,6.745495448330126285e-03,1.278699093853365837e-04,3.570772875806552116e-02,-3.871600130108879961e-02,-5.833872651341507351e-04,1.182907145028124496e-01,4.702088356778020314e-04
1.427562236785888672e-01,1.890898765508095991e+00,1.093742167405765020e+00,2.491778264007317167e-01,-1.020895442832871147e+00,-1.818588081452247041e-01,1.979191847101852586e+00,7.494499059136928709e-01,1.883044654128938900e-03,-7.591934465893849593e-04,4.224541068583395620e-02,-4.073199813998966412e-02,-1.964747068023834698e-04,1.131349648028137644e-01,5.725741867023495003e-04
1.540036201477050781e-01,1.890960760795614037e+00,1.093756284617976471e+00,2.495889744842564040e-01,-1.021323905059249526e+00,-1.818580961227413695e-01,1.980301817417634336e+00,7.494511947223514436e-01,7.159793019787473976e-03,7.711736440447140416e-04,3.750003205092724418e-02,-3.743968487231481151e-02,4.134212397927873226e-04,9.575865217477499969e-02,9.969235395382658807e-04
1.650474071502685547e-01,1.891015231660138296e+00,1.093772959988019489e+00,2.499668195964996065e-01,-1.021760922022927121e+00,-1.818595202763875207e-01,1.981256466313540576e+00,7.494498945205334550e-01,8.370486554096140397e-03,7.814278188089516424e-04,3.293886879460036082e-02,-3.875660452667938072e-02,-3.628849910031285887e-05,7.912832105922558423e-02,1.186928054608565761e-04
1.762800216674804688e-01,1.891057787350027830e+00,1.093778067673049970e+00,2.503033389124482699e-01,-1.022208615776937890e+00,-1.818601306279500340e-01,1.982075556527599369e+00,7.494457633771064442e-01,3.400281883238440942e-03,1.624921594514436036e-03,3.047801824389211739e-02,-3.820058867846268247e-02,-4.108177079500072723e-04,7.319172798540736491e-02,-4.305026195084421916e-04
1.877622604370117188e-01,1.891092486132502248e+00,1.093765940582311913e+00,2.506055254961491174e-01,-1.022708041943535928e+00,-1.818574857711791892e-01,1.982783729678764262e+00,7.494468375450024089e-01,3.058620106565151844e-03,-1.658691845486057149e-03,2.644865045816826091e-02,-4.661179961657314907e-02,4.739358205528445655e-04,4.801920670183662532e-02,1.622981661454495951e-04
1.988584995269775391e-01,1.891120338437864312e+00,1.093760650869001427e+00,2.508349165515342261e-01,-1.023140675201186234e+00,-1.818588081995646255e-01,1.983265617894868660e+00,7.494484682002247045e-01,2.526748196046810831e-03,3.063349116290837570e-04,1.694943232114092327e-02,-3.634205313859879133e-02,8.251375549903785622e-05,3.602155908420154318e-02,-2.718436575481835110e-04
2.100250720977783203e-01,1.891144467879341873e+00,1.093757309997290816e+00,2.510237176599816600e-01,-1.023522088377851302e+00,-1.818580961227417025e-01,1.983610481814990889e+00,7.494429262070840814e-01,1.521904000292528510e-03,-1.526323706287487862e-04,1.545317725548658004e-02,-3.207103152089955250e-02,3.784606816326480626e-04,3.159681734364085809e-02,-2.093055480707484151e-04
2.211942672729492188e-01,1.891159992675630619e+00,1.093755639561435622e+00,2.511687522775189474e-01,-1.023872643318155529e+00,-1.818601306279500340e-01,1.983843865238325455e+00,7.494488387405741081e-01,8.851109228039353042e-04,-8.028854606114777057e-04,1.059717710562464027e-02,-3.294847038709446119e-02,-4.759660430720771308e-04,1.505671631859331616e-02,4.511981456169938173e-04
2.326025962829589844e-01,1.891159207971307987e+00,1.093764270146687867e+00,2.512727669896249183e-01,-1.024230403076605844e+00,-1.818614530563354426e-01,1.984006104919975089e+00,7.494467469242404034e-01,1.369615145533035626e-04,1.712761118800717130e-04,9.911821126809996010e-03,-2.856391122897645671e-02,-2.026065619053633621e-04,1.383778273078713032e-02,2.712318800323462904e-04
2.437949180603027344e-01,1.891149476883548841e+00,1.093757309997290816e+00,2.513114654124053993e-01,-1.024567845479578576e+00,-1.818655220667521055e-01,1.984103492573593641e+00,7.494436521582150679e-01,6.814043367613706716e-04,-1.571910156506741525e-03,1.864980097596059079e-03,-3.204083486338713677e-02,-6.813600453059518022e-04,7.002424257151585764e-03,-4.017279136189742003e-04
2.552845478057861328e-01,1.891137294789505541e+00,1.093760642038683617e+00,2.513098455309105694e-01,-1.024886139570739152e+00,-1.818736600859502117e-01,1.984178773346749525e+00,7.494468239127101139e-01,-1.160453531215262409e-03,1.046077322999663765e-03,3.988666581077071095e-04,-2.825306164887762470e-02,-5.659400191773705400e-04,3.345776030882439793e-03,7.381950810700208974e-04
